id	onSequence	start	end	strand	name	annotation	species	source	method	score
219	6723	161	1147	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.8e-205
220	6723	168	1148	1	KYP32982.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	2.1e-198
221	6723	168	1148	1	KYP33249.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	2.8e-198
222	6723	168	1151	1	KYP47407.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	6.2e-198
223	6723	161	1147	1	KYP64004.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	8.1e-198
224	6727	217	312	1	XP_015081467.1	PREDICTED: uncharacterized protein LOC107025139	Solanum pennellii	nr	diaBlastP	5.9e-22
225	6727	217	313	1	XP_016498126.1	PREDICTED: uncharacterized protein LOC107816892	Nicotiana tabacum	nr	diaBlastP	1.0e-21
226	6727	217	312	1	XP_015078459.1	PREDICTED: uncharacterized protein LOC107022334	Solanum pennellii	nr	diaBlastP	1.3e-21
227	6727	215	312	1	PKA48986.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Apostasia shenzhenica	nr	diaBlastP	3.9e-21
228	6727	217	312	1	XP_015068768.1	PREDICTED: uncharacterized protein LOC107013353	Solanum pennellii	nr	diaBlastP	5.0e-21
229	6726	469	826	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	4.5e-66
230	6726	469	826	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	1.7e-65
231	6726	469	850	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	5.3e-59
232	6726	469	850	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	4.5e-58
233	6726	469	698	1	XP_022022335.1	uncharacterized protein LOC110922327	Helianthus annuus	nr	diaBlastP	1.2e-50
234	6724	1	882	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.7e-290
235	6724	1	882	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.0e-289
236	6724	1	882	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	8.8e-289
237	6724	1	882	1	OTG12547.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.4e-209
238	6724	1	882	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.5e-208
239	6728	320	534	1	AAT40504.2	Polyprotein, putative	Solanum demissum	nr	diaBlastP	8.5e-69
240	6728	312	536	1	XP_017243860.1	PREDICTED: uncharacterized protein LOC108215795	Daucus carota subsp. sativus	nr	diaBlastP	1.6e-67
241	6728	336	536	1	XP_017250779.1	PREDICTED: uncharacterized protein LOC108221410	Daucus carota subsp. sativus	nr	diaBlastP	3.9e-66
242	6728	330	536	1	XP_022025208.1	uncharacterized protein LOC110925599	Helianthus annuus	nr	diaBlastP	6.7e-66
243	6728	326	536	1	XP_017217280.1	PREDICTED: uncharacterized protein LOC108194854	Daucus carota subsp. sativus	nr	diaBlastP	2.8e-64
244	6730	182	796	1	KYP33441.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	6.8e-139
245	6730	182	796	1	KYP32982.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	3.4e-138
246	6730	182	796	1	KYP78729.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	4.4e-138
247	6730	182	796	1	KYP47407.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	7.5e-138
248	6730	182	796	1	KYP53827.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	1.6e-135
249	6735	77	548	1	XP_012488107.1	PREDICTED: uncharacterized protein LOC105801340	Gossypium raimondii	nr	diaBlastP	5.3e-98
250	6735	77	418	1	XP_015572689.1	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC107260976	Ricinus communis	nr	diaBlastP	2.4e-90
251	6735	77	418	1	XP_020549861.1	LOW QUALITY PROTEIN: uncharacterized protein LOC105164525	Sesamum indicum	nr	diaBlastP	9.9e-89
252	6735	77	418	1	XP_021626891.1	uncharacterized protein LOC110625565	Manihot esculenta	nr	diaBlastP	4.6e-86
253	6735	418	545	1	XP_021626891.1	uncharacterized protein LOC110625565	Manihot esculenta	nr	diaBlastP	1.5e-36
254	6735	79	418	1	XP_015573585.1	PREDICTED: LOW QUALITY PROTEIN: uncharacterized protein LOC107261127	Ricinus communis	nr	diaBlastP	1.5e-84
255	6739	1	1059	1	OTG02564.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
256	6739	1	1055	1	OTG06580.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
257	6739	1	1055	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
258	6739	1	1055	1	OTG05417.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
259	6739	1	1057	1	OTG36565.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
260	6738	1	114	1	XP_022040665.1	uncharacterized protein LOC110943222	Helianthus annuus	nr	diaBlastP	9.1e-29
261	6738	1	114	1	XP_022003567.1	uncharacterized protein LOC110901021	Helianthus annuus	nr	diaBlastP	9.1e-29
262	6738	1	114	1	XP_022004272.1	uncharacterized protein LOC110901801	Helianthus annuus	nr	diaBlastP	9.1e-29
263	6738	2	114	1	XP_022024645.1	uncharacterized protein LOC110924980	Helianthus annuus	nr	diaBlastP	8.2e-22
264	6738	1	107	1	XP_021986374.1	uncharacterized protein LOC110882736	Helianthus annuus	nr	diaBlastP	1.1e-21
265	6740	1	585	1	EXX50149.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	9.5e-231
266	6740	12	584	1	BAA22288.1	polyprotein	Oryza australiensis	nr	diaBlastP	1.8e-189
267	6740	18	590	1	OTG07182.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	4.1e-189
268	6740	8	584	1	ADB85429.1	putative retrotransposon protein	Phyllostachys edulis	nr	diaBlastP	2.1e-185
269	6740	9	584	1	AAC26250.1	contains similarity to reverse transcriptase (Pfam: rvt.hmm, score 19.29)	Arabidopsis thaliana	nr	diaBlastP	1.8e-184
270	6743	1	334	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	1.9e-41
271	6743	1	334	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	1.9e-41
272	6743	1	296	1	OTG14527.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	1.6e-40
273	6743	1	338	1	XP_022022335.1	uncharacterized protein LOC110922327	Helianthus annuus	nr	diaBlastP	2.1e-40
274	6743	1	342	1	XP_021999487.1	uncharacterized protein LOC110896464	Helianthus annuus	nr	diaBlastP	7.9e-40
275	6744	195	454	1	EXX50149.1	gag-pol fusion protein	Rhizophagus irregularis DAOM 197198w	nr	diaBlastP	2.1e-112
276	6744	159	434	1	BAA22288.1	polyprotein	Oryza australiensis	nr	diaBlastP	1.5e-89
277	6744	181	446	1	AAX94813.1	retrotransposon protein, putative, Ty1-copia sub-class	Oryza sativa Japonica Group	nr	diaBlastP	6.1e-88
278	6744	121	434	1	CAE03845.1	OSJNBb0089K06.4	Oryza sativa Japonica Group	nr	diaBlastP	9.8e-86
279	6744	205	435	1	AAC26250.1	contains similarity to reverse transcriptase (Pfam: rvt.hmm, score 19.29)	Arabidopsis thaliana	nr	diaBlastP	9.8e-86
280	6741	1	459	1	OTG32033.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	5.9e-191
281	6741	1	459	1	OTG31278.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	7.7e-191
282	6741	1	459	1	OTG35153.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	7.7e-191
283	6741	1	459	1	OTG24148.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.0e-190
284	6741	1	459	1	OTG38445.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.0e-190
285	6745	12	258	1	XP_022035835.1	uncharacterized protein LOC110937694 isoform X1	Helianthus annuus	nr	diaBlastP	2.3e-44
286	6745	11	291	1	XP_021972245.1	uncharacterized protein LOC110867577	Helianthus annuus	nr	diaBlastP	8.1e-42
287	6745	13	301	1	XP_021976430.1	uncharacterized protein LOC110871979 isoform X2	Helianthus annuus	nr	diaBlastP	2.6e-40
288	6745	13	301	1	XP_021976429.1	uncharacterized protein LOC110871979 isoform X1	Helianthus annuus	nr	diaBlastP	2.6e-40
289	6745	13	301	1	XP_021976431.1	uncharacterized protein LOC110871979 isoform X3	Helianthus annuus	nr	diaBlastP	2.6e-40
290	6747	63	237	1	XP_021976430.1	uncharacterized protein LOC110871979 isoform X2	Helianthus annuus	nr	diaBlastP	6.5e-29
291	6747	63	237	1	XP_021976429.1	uncharacterized protein LOC110871979 isoform X1	Helianthus annuus	nr	diaBlastP	6.5e-29
292	6747	63	237	1	XP_021976431.1	uncharacterized protein LOC110871979 isoform X3	Helianthus annuus	nr	diaBlastP	6.5e-29
293	6746	7	360	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	7.1e-60
294	6746	7	360	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	2.7e-59
295	6746	7	369	1	OTG14527.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	6.0e-59
296	6746	12	360	1	XP_022014271.1	uncharacterized protein LOC110913759	Helianthus annuus	nr	diaBlastP	3.2e-52
297	6746	12	360	1	XP_022029378.1	uncharacterized protein LOC110930385	Helianthus annuus	nr	diaBlastP	1.1e-49
298	6749	2	344	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	3.5e-47
299	6749	2	348	1	XP_022029394.1	uncharacterized protein LOC110930399	Helianthus annuus	nr	diaBlastP	6.8e-27
300	6751	1	389	1	OTG19951.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	8.5e-130
301	6751	1	391	1	OTG05367.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	1.1e-129
302	6751	1	391	1	OTG05366.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	1.1e-129
303	6751	1	391	1	OTG19730.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.1e-129
304	6751	1	391	1	OTG19729.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.1e-129
305	6753	1	541	1	OTG05417.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	6.4e-250
306	6753	1	541	1	OTG27877.1	putative reverse transcriptase domain, Ribonuclease H-like domain protein	Helianthus annuus	nr	diaBlastP	5.5e-249
307	6753	1	541	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	7.1e-249
308	6753	1	541	1	OTG01228.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.6e-248
309	6753	1	541	1	OTG36565.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.6e-248
310	6758	8	723	1	OTG02564.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	3.5e-275
311	6758	9	724	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.9e-273
312	6758	9	725	1	OTG36565.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	4.3e-273
313	6758	9	724	1	OTG01228.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	5.6e-273
314	6758	9	724	1	OTG05417.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	7.3e-273
315	6762	1	1820	1	AGM34082.1	hypothetical protein	Lactuca sativa	nr	diaBlastP	0.0e+00
316	6762	740	1811	1	KYP47407.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.5e-262
317	6762	740	1811	1	KYP78729.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	4.9e-261
318	6762	740	1811	1	KYP32982.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.9e-260
319	6762	750	1820	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	6.0e-259
320	6764	2	331	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.5e-127
321	6764	2	331	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.5e-127
322	6764	2	331	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.5e-127
323	6764	2	317	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	7.5e-124
324	6764	2	330	1	OTG23602.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.2e-89
325	6765	13	435	1	XP_022015088.1	uncharacterized protein LOC110914610	Helianthus annuus	nr	diaBlastP	7.8e-75
326	6765	13	435	1	XP_022033561.1	uncharacterized protein LOC110935484	Helianthus annuus	nr	diaBlastP	1.0e-74
327	6765	8	398	1	OTG14527.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	4.3e-73
328	6765	1	398	1	XP_022018194.1	uncharacterized protein LOC110918139	Helianthus annuus	nr	diaBlastP	8.1e-72
329	6765	1	398	1	XP_021995823.1	uncharacterized protein LOC110893006	Helianthus annuus	nr	diaBlastP	5.8e-70
330	6773	3	434	1	XP_022010897.1	uncharacterized protein LOC110910579 isoform X2	Helianthus annuus	nr	diaBlastP	1.8e-51
331	6773	3	434	1	XP_022010495.1	uncharacterized protein LOC110910089	Helianthus annuus	nr	diaBlastP	8.8e-51
332	6773	11	205	1	XP_022024551.1	uncharacterized protein LOC110924880	Helianthus annuus	nr	diaBlastP	5.0e-46
333	6773	8	196	1	XP_021974799.1	uncharacterized protein LOC110869903	Helianthus annuus	nr	diaBlastP	6.6e-46
334	6773	102	434	1	OTF93811.1	putative zinc finger, CCHC-type	Helianthus annuus	nr	diaBlastP	2.4e-40
335	6771	1956	2536	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.7e-171
336	6771	705	859	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.4e-52
337	6771	1956	2536	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.7e-171
338	6771	705	859	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	5.3e-52
339	6771	1956	2536	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.2e-170
340	6771	705	859	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.4e-52
341	6771	1822	2541	1	XP_021996052.1	uncharacterized protein LOC110893241	Helianthus annuus	nr	diaBlastP	6.8e-164
342	6771	1822	2536	1	XP_022019158.1	uncharacterized protein LOC110919188	Helianthus annuus	nr	diaBlastP	4.1e-161
343	6775	4	152	1	KZV47064.1	hypothetical protein F511_11970	Dorcoceras hygrometricum	nr	diaBlastP	7.0e-53
344	6775	47	152	1	XP_010106597.1	hypothetical protein L484_002552	Morus notabilis	nr	diaBlastP	3.3e-34
345	6775	38	151	1	XP_020987670.1	uncharacterized protein LOC110275767	Arachis duranensis	nr	diaBlastP	4.3e-34
346	6775	43	152	1	CAN70790.1	hypothetical protein VITISV_002825	Vitis vinifera	nr	diaBlastP	7.3e-34
347	6775	42	152	1	KRH17795.1	hypothetical protein GLYMA_13G016700	Glycine max	nr	diaBlastP	1.6e-33
348	6774	75	222	1	PHT25661.1	hypothetical protein CQW23_34715	Capsicum baccatum	nr	diaBlastP	9.0e-42
349	6774	75	222	1	XP_021648209.1	uncharacterized protein LOC110640953 isoform X1	Hevea brasiliensis	nr	diaBlastP	1.4e-39
350	6774	76	222	1	XP_013443323.1	hypothetical protein MTR_0021s0160	Medicago truncatula	nr	diaBlastP	2.6e-33
351	6774	98	222	1	PHT24782.1	hypothetical protein CQW23_35547	Capsicum baccatum	nr	diaBlastP	3.5e-30
352	6774	98	222	1	PHT25020.1	hypothetical protein CQW23_35329	Capsicum baccatum	nr	diaBlastP	3.5e-30
353	6776	138	645	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.3e-169
354	6776	138	645	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.8e-169
355	6776	138	645	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	6.7e-169
356	6776	120	583	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	2.3e-153
357	6776	119	639	1	XP_022019213.1	uncharacterized protein LOC110919247	Helianthus annuus	nr	diaBlastP	7.0e-118
358	6778	1	190	1	XP_022023890.1	uncharacterized protein LOC110924162	Helianthus annuus	nr	diaBlastP	9.4e-71
359	6778	1	190	1	XP_021974806.1	uncharacterized protein LOC110869911	Helianthus annuus	nr	diaBlastP	8.5e-64
360	6778	1	190	1	OTG23602.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	7.4e-60
361	6778	1	190	1	OTG25701.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	2.8e-59
362	6778	1	190	1	OTG01970.1	putative ribonuclease H-like domain, Reverse transcriptase, RNA-dependent DNA polymerase	Helianthus annuus	nr	diaBlastP	6.3e-59
363	6779	1	588	1	OTF87994.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	4.3e-247
364	6779	1	588	1	OTF95681.1	putative reverse transcriptase domain, Ribonuclease H-like domain, Aspartic peptidase domain protein	Helianthus annuus	nr	diaBlastP	1.3e-246
365	6779	1	598	1	OTF91342.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	1.6e-246
366	6779	1	588	1	OTG01067.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	6.2e-246
367	6779	1	588	1	OTF97508.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	2.6e-244
368	6783	674	1661	1	KYP33754.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.2e-273
369	6783	674	1662	1	KYP64004.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94, partial	Cajanus cajan	nr	diaBlastP	1.3e-264
370	6783	671	1660	1	KYP33249.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	1.1e-255
371	6783	774	1661	1	KYP66812.1	Retrovirus-related Pol polyprotein from transposon TNT 1-94	Cajanus cajan	nr	diaBlastP	7.0e-255
372	6783	676	1662	1	ABF67921.1	Ji1 putative pol protein	Zea mays	nr	diaBlastP	2.0e-254
373	6785	227	882	1	OTG18542.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	4.3e-211
374	6785	227	882	1	OTG04157.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	9.6e-211
375	6785	227	882	1	OTG37453.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	9.6e-211
376	6785	227	867	1	XP_022026692.1	uncharacterized protein LOC110927330	Helianthus annuus	nr	diaBlastP	8.8e-180
377	6785	227	882	1	OTG10571.1	putative ribonuclease H-like domain-containing protein	Helianthus annuus	nr	diaBlastP	1.1e-145
378	6787	82	1247	1	OTG37047.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
379	6787	82	1247	1	OTG06580.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
380	6787	40	1248	1	OTG11636.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
381	6787	90	1247	1	OTG34595.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
382	6787	90	1247	1	OTG09789.1	putative reverse transcriptase domain-containing protein	Helianthus annuus	nr	diaBlastP	0.0e+00
383	6789	1	146	1	XP_019197814.1	PREDICTED: uncharacterized protein LOC109191648	Ipomoea nil	nr	diaBlastP	2.5e-25
384	6789	1	146	1	XP_019155105.1	PREDICTED: uncharacterized protein LOC109151969	Ipomoea nil	nr	diaBlastP	5.7e-25
